Experiment ID,Phase,Ecosystem Model ID,Ecosystem Model,Model Description,MSRS Status,MSRS Policy ID,MSRS Policy,Scenario ID,Scenario Name,Scenario Type,Scenario Difficulty,Simulation Horizon,Time Step Resolution,Repetitions,Random Seed Set,Controlled Variables,Independent Variables,Dependent Metrics,Statistical Test,Comparison Reference,Expected Analysis Output,Paper Table / Figure Link,Result Placeholder
E033,Scenario Test,M3,MOEE / TISE,PUDAL-controlled mission-oriented ecosystem,MSRS active,P03,Student Satisfaction-First Policy,S02,Exam Week,Predictable demand surge,Medium,"30, 60, or 180 time steps [placeholder]",Daily in v0.1; hourly extension planned,n = 30 stochastic repetitions [placeholder],Seeds 1–30 [placeholder],"Same demand baseline, stakeholder capacities, cost parameters, and scenario magnitude across comparable runs",Model type; MSRS policy; scenario type; scenario magnitude,EVI; mission achievement; fulfillment; satisfaction; nutrition; waste reduction; raw waste; vendor profit; affordability; sustainability; resilience; robustness index; recommendation acceptance rate,ANOVA or Kruskal-Wallis across models/policies; paired t-test or Wilcoxon for pairwise comparison [placeholder],"Compare policy result against Baseline, Online Platform, and other MSRS policies","Mean, standard deviation, confidence interval, percentage improvement, robustness ranking",Tables 18–20; Figures 12–18,[to be filled after simulation]
E034,Scenario Test,M3,MOEE / TISE,PUDAL-controlled mission-oriented ecosystem,MSRS active,P04,Nutrition-First Policy,S02,Exam Week,Predictable demand surge,Medium,"30, 60, or 180 time steps [placeholder]",Daily in v0.1; hourly extension planned,n = 30 stochastic repetitions [placeholder],Seeds 1–30 [placeholder],"Same demand baseline, stakeholder capacities, cost parameters, and scenario magnitude across comparable runs",Model type; MSRS policy; scenario type; scenario magnitude,EVI; mission achievement; fulfillment; satisfaction; nutrition; waste reduction; raw waste; vendor profit; affordability; sustainability; resilience; robustness index; recommendation acceptance rate,ANOVA or Kruskal-Wallis across models/policies; paired t-test or Wilcoxon for pairwise comparison [placeholder],"Compare policy result against Baseline, Online Platform, and other MSRS policies","Mean, standard deviation, confidence interval, percentage improvement, robustness ranking",Tables 18–20; Figures 12–18,[to be filled after simulation]
E035,Scenario Test,M3,MOEE / TISE,PUDAL-controlled mission-oriented ecosystem,MSRS active,P05,Waste-First Policy,S02,Exam Week,Predictable demand surge,Medium,"30, 60, or 180 time steps [placeholder]",Daily in v0.1; hourly extension planned,n = 30 stochastic repetitions [placeholder],Seeds 1–30 [placeholder],"Same demand baseline, stakeholder capacities, cost parameters, and scenario magnitude across comparable runs",Model type; MSRS policy; scenario type; scenario magnitude,EVI; mission achievement; fulfillment; satisfaction; nutrition; waste reduction; raw waste; vendor profit; affordability; sustainability; resilience; robustness index; recommendation acceptance rate,ANOVA or Kruskal-Wallis across models/policies; paired t-test or Wilcoxon for pairwise comparison [placeholder],"Compare policy result against Baseline, Online Platform, and other MSRS policies","Mean, standard deviation, confidence interval, percentage improvement, robustness ranking",Tables 18–20; Figures 12–18,[to be filled after simulation]
E036,Scenario Test,M3,MOEE / TISE,PUDAL-controlled mission-oriented ecosystem,MSRS active,P06,Affordability-First Policy,S02,Exam Week,Predictable demand surge,Medium,"30, 60, or 180 time steps [placeholder]",Daily in v0.1; hourly extension planned,n = 30 stochastic repetitions [placeholder],Seeds 1–30 [placeholder],"Same demand baseline, stakeholder capacities, cost parameters, and scenario magnitude across comparable runs",Model type; MSRS policy; scenario type; scenario magnitude,EVI; mission achievement; fulfillment; satisfaction; nutrition; waste reduction; raw waste; vendor profit; affordability; sustainability; resilience; robustness index; recommendation acceptance rate,ANOVA or Kruskal-Wallis across models/policies; paired t-test or Wilcoxon for pairwise comparison [placeholder],"Compare policy result against Baseline, Online Platform, and other MSRS policies","Mean, standard deviation, confidence interval, percentage improvement, robustness ranking",Tables 18–20; Figures 12–18,[to be filled after simulation]
E037,Scenario Test,M3,MOEE / TISE,PUDAL-controlled mission-oriented ecosystem,MSRS active,P07,Fairness-First Policy,S02,Exam Week,Predictable demand surge,Medium,"30, 60, or 180 time steps [placeholder]",Daily in v0.1; hourly extension planned,n = 30 stochastic repetitions [placeholder],Seeds 1–30 [placeholder],"Same demand baseline, stakeholder capacities, cost parameters, and scenario magnitude across comparable runs",Model type; MSRS policy; scenario type; scenario magnitude,EVI; mission achievement; fulfillment; satisfaction; nutrition; waste reduction; raw waste; vendor profit; affordability; sustainability; resilience; robustness index; recommendation acceptance rate,ANOVA or Kruskal-Wallis across models/policies; paired t-test or Wilcoxon for pairwise comparison [placeholder],"Compare policy result against Baseline, Online Platform, and other MSRS policies","Mean, standard deviation, confidence interval, percentage improvement, robustness ranking",Tables 18–20; Figures 12–18,[to be filled after simulation]
E038,Scenario Test,M3,MOEE / TISE,PUDAL-controlled mission-oriented ecosystem,MSRS active,P08,Resilience-First Policy,S02,Exam Week,Predictable demand surge,Medium,"30, 60, or 180 time steps [placeholder]",Daily in v0.1; hourly extension planned,n = 30 stochastic repetitions [placeholder],Seeds 1–30 [placeholder],"Same demand baseline, stakeholder capacities, cost parameters, and scenario magnitude across comparable runs",Model type; MSRS policy; scenario type; scenario magnitude,EVI; mission achievement; fulfillment; satisfaction; nutrition; waste reduction; raw waste; vendor profit; affordability; sustainability; resilience; robustness index; recommendation acceptance rate,ANOVA or Kruskal-Wallis across models/policies; paired t-test or Wilcoxon for pairwise comparison [placeholder],"Compare policy result against Baseline, Online Platform, and other MSRS policies","Mean, standard deviation, confidence interval, percentage improvement, robustness ranking",Tables 18–20; Figures 12–18,[to be filled after simulation]
E039,Scenario Test,M3,MOEE / TISE,PUDAL-controlled mission-oriented ecosystem,MSRS active,P09,Sustainability-First Policy,S02,Exam Week,Predictable demand surge,Medium,"30, 60, or 180 time steps [placeholder]",Daily in v0.1; hourly extension planned,n = 30 stochastic repetitions [placeholder],Seeds 1–30 [placeholder],"Same demand baseline, stakeholder capacities, cost parameters, and scenario magnitude across comparable runs",Model type; MSRS policy; scenario type; scenario magnitude,EVI; mission achievement; fulfillment; satisfaction; nutrition; waste reduction; raw waste; vendor profit; affordability; sustainability; resilience; robustness index; recommendation acceptance rate,ANOVA or Kruskal-Wallis across models/policies; paired t-test or Wilcoxon for pairwise comparison [placeholder],"Compare policy result against Baseline, Online Platform, and other MSRS policies","Mean, standard deviation, confidence interval, percentage improvement, robustness ranking",Tables 18–20; Figures 12–18,[to be filled after simulation]
E040,Scenario Test,M3,MOEE / TISE,PUDAL-controlled mission-oriented ecosystem,MSRS active,P10,Compliance-First Policy,S02,Exam Week,Predictable demand surge,Medium,"30, 60, or 180 time steps [placeholder]",Daily in v0.1; hourly extension planned,n = 30 stochastic repetitions [placeholder],Seeds 1–30 [placeholder],"Same demand baseline, stakeholder capacities, cost parameters, and scenario magnitude across comparable runs",Model type; MSRS policy; scenario type; scenario magnitude,EVI; mission achievement; fulfillment; satisfaction; nutrition; waste reduction; raw waste; vendor profit; affordability; sustainability; resilience; robustness index; recommendation acceptance rate,ANOVA or Kruskal-Wallis across models/policies; paired t-test or Wilcoxon for pairwise comparison [placeholder],"Compare policy result against Baseline, Online Platform, and other MSRS policies","Mean, standard deviation, confidence interval, percentage improvement, robustness ranking",Tables 18–20; Figures 12–18,[to be filled after simulation]
E041,Scenario Test,M3,MOEE / TISE,PUDAL-controlled mission-oriented ecosystem,MSRS active,P11,Balanced EVI Policy,S02,Exam Week,Predictable demand surge,Medium,"30, 60, or 180 time steps [placeholder]",Daily in v0.1; hourly extension planned,n = 30 stochastic repetitions [placeholder],Seeds 1–30 [placeholder],"Same demand baseline, stakeholder capacities, cost parameters, and scenario magnitude across comparable runs",Model type; MSRS policy; scenario type; scenario magnitude,EVI; mission achievement; fulfillment; satisfaction; nutrition; waste reduction; raw waste; vendor profit; affordability; sustainability; resilience; robustness index; recommendation acceptance rate,ANOVA or Kruskal-Wallis across models/policies; paired t-test or Wilcoxon for pairwise comparison [placeholder],"Compare policy result against Baseline, Online Platform, and other MSRS policies","Mean, standard deviation, confidence interval, percentage improvement, robustness ranking",Tables 18–20; Figures 12–18,[to be filled after simulation]
E042,Scenario Test,M3,MOEE / TISE,PUDAL-controlled mission-oriented ecosystem,MSRS active,P12,Adaptive Scenario-Aware Policy,S02,Exam Week,Predictable demand surge,Medium,"30, 60, or 180 time steps [placeholder]",Daily in v0.1; hourly extension planned,n = 30 stochastic repetitions [placeholder],Seeds 1–30 [placeholder],"Same demand baseline, stakeholder capacities, cost parameters, and scenario magnitude across comparable runs",Model type; MSRS policy; scenario type; scenario magnitude,EVI; mission achievement; fulfillment; satisfaction; nutrition; waste reduction; raw waste; vendor profit; affordability; sustainability; resilience; robustness index; recommendation acceptance rate,ANOVA or Kruskal-Wallis across models/policies; paired t-test or Wilcoxon for pairwise comparison [placeholder],"Compare policy result against Baseline, Online Platform, and other MSRS policies","Mean, standard deviation, confidence interval, percentage improvement, robustness ranking",Tables 18–20; Figures 12–18,[to be filled after simulation]
E043,Scenario Test,M1,Baseline,Traditional decentralized ecosystem,No MSRS,P00,Not Applicable,S03,Semester Break,Demand reduction,Low-Medium,"30, 60, or 180 time steps [placeholder]",Daily in v0.1; hourly extension planned,n = 30 stochastic repetitions [placeholder],Seeds 1–30 [placeholder],"Same demand baseline, stakeholder capacities, cost parameters, and scenario magnitude across comparable runs",Model type; MSRS policy; scenario type; scenario magnitude,EVI; mission achievement; fulfillment; satisfaction; nutrition; waste reduction; raw waste; vendor profit; affordability; sustainability; resilience; robustness index; recommendation acceptance rate,ANOVA or Kruskal-Wallis across models/policies; paired t-test or Wilcoxon for pairwise comparison [placeholder],Compare against Baseline and Online Platform under same scenario,"Mean, standard deviation, confidence interval, percentage improvement, robustness ranking",Tables 18–20; Figures 12–18,[to be filled after simulation]
E044,Scenario Test,M2,Online Platform,Digital transaction platform ecosystem,No MSRS,P00,Not Applicable,S03,Semester Break,Demand reduction,Low-Medium,"30, 60, or 180 time steps [placeholder]",Daily in v0.1; hourly extension planned,n = 30 stochastic repetitions [placeholder],Seeds 1–30 [placeholder],"Same demand baseline, stakeholder capacities, cost parameters, and scenario magnitude across comparable runs",Model type; MSRS policy; scenario type; scenario magnitude,EVI; mission achievement; fulfillment; satisfaction; nutrition; waste reduction; raw waste; vendor profit; affordability; sustainability; resilience; robustness index; recommendation acceptance rate,ANOVA or Kruskal-Wallis across models/policies; paired t-test or Wilcoxon for pairwise comparison [placeholder],Compare against Baseline and Online Platform under same scenario,"Mean, standard deviation, confidence interval, percentage improvement, robustness ranking",Tables 18–20; Figures 12–18,[to be filled after simulation]
